Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Why the alignments are not following a different path?	The alignments were defined based on several environmental and human constraints in the study area. Factors considered include: existing houses, colonias, prime farmland soils, floodplains, wetlands, rivers, streams, lakes, oil/gas wells, pipelines, hazardous waste sites, endangered species, archeological locations, parcel boundaries, among others. The proposed alignments are not final and are subject to change.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	2
Who defined the alignments?	The alignments were defined based on several environmental and human constraints in the study area. Factors considered include: existing houses, colonias, prime farmland soils, floodplains, wetlands, rivers, streams, lakes, oil/gas wells, pipelines, hazardous waste sites, endangered species, archeological locations, parcel boundaries, among others. The proposed alignments are not final and are subject to change.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	2
How will the project improve safety for traffic on the roadway?	The proposed project will increase capacity (more lanes) to meet anticipated needs of growing traffic volumes. Without additional capacity, motorists will experience higher levels of congestion on parallel facilities like Loop 20.  Congestion creates stress and frustration among motorists, and in extreme cases can induce road rage.  Besides increasing capacity, the design will include medians that will keep vehicles traveling in opposite directions from crossing into each others’ lanes.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	3
Will it make us safer?	The proposed project will increase capacity (more lanes) to meet anticipated needs of growing traffic volumes. Without additional capacity, motorists will experience higher levels of congestion on parallel facilities like Loop 20.  Congestion creates stress and frustration among motorists, and in extreme cases can induce road rage.  Besides increasing capacity, the design will include medians that will keep vehicles traveling in opposite directions from crossing into each others’ lanes.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	3
Will crashes on the road decrease?	The proposed project will increase capacity (more lanes) to meet anticipated needs of growing traffic volumes. Without additional capacity, motorists will experience higher levels of congestion on parallel facilities like Loop 20.  Congestion creates stress and frustration among motorists, and in extreme cases can induce road rage.  Besides increasing capacity, the design will include medians that will keep vehicles traveling in opposite directions from crossing into each others’ lanes.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	3
How will it improve safety?	The proposed project will increase capacity (more lanes) to meet anticipated needs of growing traffic volumes. Without additional capacity, motorists will experience higher levels of congestion on parallel facilities like Loop 20.  Congestion creates stress and frustration among motorists, and in extreme cases can induce road rage.  Besides increasing capacity, the design will include medians that will keep vehicles traveling in opposite directions from crossing into each others’ lanes.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	3
Why is this safer?	The proposed project will increase capacity (more lanes) to meet anticipated needs of growing traffic volumes. Without additional capacity, motorists will experience higher levels of congestion on parallel facilities like Loop 20.  Congestion creates stress and frustration among motorists, and in extreme cases can induce road rage.  Besides increasing capacity, the design will include medians that will keep vehicles traveling in opposite directions from crossing into each others’ lanes.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	3
¿Por qué se está construyendo este proyecto?	**¿Por qué se está construyendo este proyecto?**\n\nSe estima que en los próximos 25 años el área de Laredo añadirá entre 100,000 y 200,000 residentes; se espera que la mayoría de estas personas se ubiquen al Norte y Este de la ciudad. Esta carretera está diseñada para servir a toda la comunidad al satisfacer las necesidades de transporte sin sobrecargar las limitadas carreteras existentes. La nueva carretera proporcionará un entorno más seguro, reduciendo accidentes y lesiones.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	4
¿Por qué es importante este proyecto?	**¿Por qué se está construyendo este proyecto?**\n\nSe estima que en los próximos 25 años el área de Laredo añadirá entre 100,000 y 200,000 residentes; se espera que la mayoría de estas personas se ubiquen al Norte y Este de la ciudad. Esta carretera está diseñada para servir a toda la comunidad al satisfacer las necesidades de transporte sin sobrecargar las limitadas carreteras existentes. La nueva carretera proporcionará un entorno más seguro, reduciendo accidentes y lesiones.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	4
¿Cúal es la importancia de este proyecto?	**¿Por qué se está construyendo este proyecto?**\n\nSe estima que en los próximos 25 años el área de Laredo añadirá entre 100,000 y 200,000 residentes; se espera que la mayoría de estas personas se ubiquen al Norte y Este de la ciudad. Esta carretera está diseñada para servir a toda la comunidad al satisfacer las necesidades de transporte sin sobrecargar las limitadas carreteras existentes. La nueva carretera proporcionará un entorno más seguro, reduciendo accidentes y lesiones.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	4
¿Qué aspectos se tomaron en cuenta al definir los alineamientos?	**¿Qué aspectos se tomaron en cuenta al definir los alineamientos?**\n\nLos alineamientos se definieron en función de varias limitaciones ambientales y humanas en el área de estudio. Los factores considerados incluyen: residencias existentes, colonias, tierras de cultivo principales, llanuras de inundación, humedales, ríos, arroyos, lagos, pozos de petróleo/gas, oleoductos, sitios de desechos peligrosos, hábitat de especies en peligro de extinción, sitios arqueológicos, límites de parcelas, entre otros. Los alineamientos propuestos no son finales y están sujetos a cambios.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	5
¿Cómo se definieron los alineamientos?	**¿Qué aspectos se tomaron en cuenta al definir los alineamientos?**\n\nLos alineamientos se definieron en función de varias limitaciones ambientales y humanas en el área de estudio. Los factores considerados incluyen: residencias existentes, colonias, tierras de cultivo principales, llanuras de inundación, humedales, ríos, arroyos, lagos, pozos de petróleo/gas, oleoductos, sitios de desechos peligrosos, hábitat de especies en peligro de extinción, sitios arqueológicos, límites de parcelas, entre otros. Los alineamientos propuestos no son finales y están sujetos a cambios.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	5
¿Por qué los alineamientos lucen de esa manera?	**¿Qué aspectos se tomaron en cuenta al definir los alineamientos?**\n\nLos alineamientos se definieron en función de varias limitaciones ambientales y humanas en el área de estudio. Los factores considerados incluyen: residencias existentes, colonias, tierras de cultivo principales, llanuras de inundación, humedales, ríos, arroyos, lagos, pozos de petróleo/gas, oleoductos, sitios de desechos peligrosos, hábitat de especies en peligro de extinción, sitios arqueológicos, límites de parcelas, entre otros. Los alineamientos propuestos no son finales y están sujetos a cambios.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	5
¿Por qué los alineamientos son asi?	**¿Qué aspectos se tomaron en cuenta al definir los alineamientos?**\n\nLos alineamientos se definieron en función de varias limitaciones ambientales y humanas en el área de estudio. Los factores considerados incluyen: residencias existentes, colonias, tierras de cultivo principales, llanuras de inundación, humedales, ríos, arroyos, lagos, pozos de petróleo/gas, oleoductos, sitios de desechos peligrosos, hábitat de especies en peligro de extinción, sitios arqueológicos, límites de parcelas, entre otros. Los alineamientos propuestos no son finales y están sujetos a cambios.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	5
¿Por qué estos alineamientos?	**¿Qué aspectos se tomaron en cuenta al definir los alineamientos?**\n\nLos alineamientos se definieron en función de varias limitaciones ambientales y humanas en el área de estudio. Los factores considerados incluyen: residencias existentes, colonias, tierras de cultivo principales, llanuras de inundación, humedales, ríos, arroyos, lagos, pozos de petróleo/gas, oleoductos, sitios de desechos peligrosos, hábitat de especies en peligro de extinción, sitios arqueológicos, límites de parcelas, entre otros. Los alineamientos propuestos no son finales y están sujetos a cambios.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	5
¿Por qué los alineamientos se ven asi?	**¿Qué aspectos se tomaron en cuenta al definir los alineamientos?**\n\nLos alineamientos se definieron en función de varias limitaciones ambientales y humanas en el área de estudio. Los factores considerados incluyen: residencias existentes, colonias, tierras de cultivo principales, llanuras de inundación, humedales, ríos, arroyos, lagos, pozos de petróleo/gas, oleoductos, sitios de desechos peligrosos, hábitat de especies en peligro de extinción, sitios arqueológicos, límites de parcelas, entre otros. Los alineamientos propuestos no son finales y están sujetos a cambios.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	5
¿Cómo mejorará el proyecto la seguridad vial en la carretera?	**¿Cómo mejorará el proyecto la seguridad vial en la carretera?**\n\nEl proyecto propuesto aumentará la capacidad de la carretera (más carriles) para satisfacer las necesidades anticipadas de los crecientes volúmenes de tráfico. Sin capacidad adicional, los conductores experimentarán mayores niveles de congestión en carreteras paralelas como el Loop 20. La congestión\n\ncrea estrés y frustración entre los conductores y, en casos extremos, puede provocar ira en la carretera. Además de aumentar la capacidad, el diseño incluirá camellones que mantendrán separados los vehículos viajando en direcciones opuestas para evitar que crucen hacia los carriles equivocados.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	6
¿Van a disminuir el número de accidentes viales?	**¿Cómo mejorará el proyecto la seguridad vial en la carretera?**\n\nEl proyecto propuesto aumentará la capacidad de la carretera (más carriles) para satisfacer las necesidades anticipadas de los crecientes volúmenes de tráfico. Sin capacidad adicional, los conductores experimentarán mayores niveles de congestión en carreteras paralelas como el Loop 20. La congestión\n\ncrea estrés y frustración entre los conductores y, en casos extremos, puede provocar ira en la carretera. Además de aumentar la capacidad, el diseño incluirá camellones que mantendrán separados los vehículos viajando en direcciones opuestas para evitar que crucen hacia los carriles equivocados.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	6
¿Va a mejorar la seguridad vial cuando se construya el proyecto?	**¿Cómo mejorará el proyecto la seguridad vial en la carretera?**\n\nEl proyecto propuesto aumentará la capacidad de la carretera (más carriles) para satisfacer las necesidades anticipadas de los crecientes volúmenes de tráfico. Sin capacidad adicional, los conductores experimentarán mayores niveles de congestión en carreteras paralelas como el Loop 20. La congestión\n\ncrea estrés y frustración entre los conductores y, en casos extremos, puede provocar ira en la carretera. Además de aumentar la capacidad, el diseño incluirá camellones que mantendrán separados los vehículos viajando en direcciones opuestas para evitar que crucen hacia los carriles equivocados.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	6
Will this project be built if the Fifth Bridge does not become a reality?	This project is not dependent on the Fifth Bridge. The forecasted growth of the community will warrant the needed improvements whether the fifth bridge is built or not. If built, the Fifth Bridge would primarily serve trade and commerce.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	7
Is this project tied to the construction of the new border crossing?	This project is not dependent on the Fifth Bridge. The forecasted growth of the community will warrant the needed improvements whether the fifth bridge is built or not. If built, the Fifth Bridge would primarily serve trade and commerce.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	7
How will the construction of the new bridge affect this project?	This project is not dependent on the Fifth Bridge. The forecasted growth of the community will warrant the needed improvements whether the fifth bridge is built or not. If built, the Fifth Bridge would primarily serve trade and commerce.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	7
When will this project start?	Once the feasibility study is completed, and it is determined that the facility can be built without major impacts to the environment, the project can move on to subsequent phases of final design, right-of-way acquisition, utility relocation and ultimately to construction. The progress of the project also depends on available funding at each phase. As a result, construction on this project may not start for several years.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"What else will you like to know about this project"}]	8
When can I expect construction to begin?	Once the feasibility study is completed, and it is determined that the facility can be built without major impacts to the environment, the project can move on to subsequent phases of final design, right-of-way acquisition, utility relocation and ultimately to construction. The progress of the project also depends on available funding at each phase. As a result, construction on this project may not start for several years.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"What else will you like to know about this project"}]	8
How long will it take to complete this project?	Once the feasibility study is completed, and it is determined that the facility can be built without major impacts to the environment, the project can move on to subsequent phases of final design, right-of-way acquisition, utility relocation and ultimately to construction. The progress of the project also depends on available funding at each phase. As a result, construction on this project may not start for several years.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"What else will you like to know about this project"}]	8
When will it start?	Once the feasibility study is completed, and it is determined that the facility can be built without major impacts to the environment, the project can move on to subsequent phases of final design, right-of-way acquisition, utility relocation and ultimately to construction. The progress of the project also depends on available funding at each phase. As a result, construction on this project may not start for several years.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"What else will you like to know about this project"}]	8
How long will it take to complete?	Once the feasibility study and earlier project development phases are completed, construction would be phased over several years depending on funding availability. Typically, major facilities like this are built over a span of 20 to 30 or more years.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	9
In how many years will I be driving on the Laredo Outer Loop?	Once the feasibility study and earlier project development phases are completed, construction would be phased over several years depending on funding availability. Typically, major facilities like this are built over a span of 20 to 30 or more years.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	9
When will you be done?	Once the feasibility study and earlier project development phases are completed, construction would be phased over several years depending on funding availability. Typically, major facilities like this are built over a span of 20 to 30 or more years.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	9
What is the next step?	Once the feasibility study and earlier project development phases are completed, construction would be phased over several years depending on funding availability. Typically, major facilities like this are built over a span of 20 to 30 or more years.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	9
When will it be done?	Once the feasibility study and earlier project development phases are completed, construction would be phased over several years depending on funding availability. Typically, major facilities like this are built over a span of 20 to 30 or more years.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	9
Which segment is likely to be built first? Why?	The segments will be prioritized and built based on identified needs\n–\nthe priorities have not yet been established. As an example, the portion between US 59 and SH 359 could relieve traffic demands on the nearby segment of Loop 20 as well as help reduce serious crashes on that facility, and therefore could be prioritized earlier than other segments.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	10
Which segment is more important?	The segments will be prioritized and built based on identified needs\n–\nthe priorities have not yet been established. As an example, the portion between US 59 and SH 359 could relieve traffic demands on the nearby segment of Loop 20 as well as help reduce serious crashes on that facility, and therefore could be prioritized earlier than other segments.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	10
Is segment 1 will be built first?	The segments will be prioritized and built based on identified needs\n–\nthe priorities have not yet been established. As an example, the portion between US 59 and SH 359 could relieve traffic demands on the nearby segment of Loop 20 as well as help reduce serious crashes on that facility, and therefore could be prioritized earlier than other segments.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	10
When is segment 3 going to be built?	The segments will be prioritized and built based on identified needs\n–\nthe priorities have not yet been established. As an example, the portion between US 59 and SH 359 could relieve traffic demands on the nearby segment of Loop 20 as well as help reduce serious crashes on that facility, and therefore could be prioritized earlier than other segments.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	10
Which segment is winning?	The segments will be prioritized and built based on identified needs\n–\nthe priorities have not yet been established. As an example, the portion between US 59 and SH 359 could relieve traffic demands on the nearby segment of Loop 20 as well as help reduce serious crashes on that facility, and therefore could be prioritized earlier than other segments.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	10
Is there a preferred alignment?	The segments will be prioritized and built based on identified needs\n–\nthe priorities have not yet been established. As an example, the portion between US 59 and SH 359 could relieve traffic demands on the nearby segment of Loop 20 as well as help reduce serious crashes on that facility, and therefore could be prioritized earlier than other segments.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	10
¿Se construirá este proyecto aún si el Quinto Puente no se convierte en una realidad?	**¿Se construirá este proyecto aún si el Quinto Puente no se convierte en una realidad?**\n\nEste proyecto no depende del Quinto Puente. El crecimiento previsto de la ciudad requerirá la implementación de las mejoras necesarias independientemente de si el Quinto Puente está construido o no. Si se construye, el Quinto Puente serviría principalmente al intercambio de bienes y el comercio.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	11
¿Depende este proyecto del Quinto Puente?	**¿Se construirá este proyecto aún si el Quinto Puente no se convierte en una realidad?**\n\nEste proyecto no depende del Quinto Puente. El crecimiento previsto de la ciudad requerirá la implementación de las mejoras necesarias independientemente de si el Quinto Puente está construido o no. Si se construye, el Quinto Puente serviría principalmente al intercambio de bienes y el comercio.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	11
¿Cómo afecta la construcción del Quinto Puente a este proyecto?	**¿Se construirá este proyecto aún si el Quinto Puente no se convierte en una realidad?**\n\nEste proyecto no depende del Quinto Puente. El crecimiento previsto de la ciudad requerirá la implementación de las mejoras necesarias independientemente de si el Quinto Puente está construido o no. Si se construye, el Quinto Puente serviría principalmente al intercambio de bienes y el comercio.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	11
¿Que pasa con el Puente Internacional?	**¿Se construirá este proyecto aún si el Quinto Puente no se convierte en una realidad?**\n\nEste proyecto no depende del Quinto Puente. El crecimiento previsto de la ciudad requerirá la implementación de las mejoras necesarias independientemente de si el Quinto Puente está construido o no. Si se construye, el Quinto Puente serviría principalmente al intercambio de bienes y el comercio.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	11
¿Se construirá este proyecto aunque no haya una nuevo puente?	**¿Se construirá este proyecto aún si el Quinto Puente no se convierte en una realidad?**\n\nEste proyecto no depende del Quinto Puente. El crecimiento previsto de la ciudad requerirá la implementación de las mejoras necesarias independientemente de si el Quinto Puente está construido o no. Si se construye, el Quinto Puente serviría principalmente al intercambio de bienes y el comercio.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	11
¿Cuándo comenzará este proyecto?	**¿Cuándo comenzará este proyecto?**\n\nUna vez que se finalice el estudio de factibilidad, y que se determine que se puede construir sin mayores\nimpactos ambientales, el proyecto puede pasar a las fases posteriores de diseño final, adquisición de derechos de vía, reubicación de servicios públicos y, en última instancia, a la fase de construcción. El progreso del proyecto también depende de la financiación disponible en cada fase. Como resultado, es posible que la construcción de este proyecto no comience hasta dentro de varios años.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	12
¿En cuánto tiempo va a comenzar la construcción?	**¿Cuándo comenzará este proyecto?**\n\nUna vez que se finalice el estudio de factibilidad, y que se determine que se puede construir sin mayores\nimpactos ambientales, el proyecto puede pasar a las fases posteriores de diseño final, adquisición de derechos de vía, reubicación de servicios públicos y, en última instancia, a la fase de construcción. El progreso del proyecto también depende de la financiación disponible en cada fase. Como resultado, es posible que la construcción de este proyecto no comience hasta dentro de varios años.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	12
¿En cuánto tiempo va a comenzar el proyecto?	**¿Cuándo comenzará este proyecto?**\n\nUna vez que se finalice el estudio de factibilidad, y que se determine que se puede construir sin mayores\nimpactos ambientales, el proyecto puede pasar a las fases posteriores de diseño final, adquisición de derechos de vía, reubicación de servicios públicos y, en última instancia, a la fase de construcción. El progreso del proyecto también depende de la financiación disponible en cada fase. Como resultado, es posible que la construcción de este proyecto no comience hasta dentro de varios años.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	12
¿Cuánto tiempo llevará completar el proyecto?	**¿Cuánto tiempo llevará completar el proyecto?**\n\nUna vez que se finalice el estudio de factibilidad y las fases posteriores de diseño final, la construcción se programaría durante varios años dependiendo de la disponibilidad de financiamiento. Por lo general, carreteras principales como esta se construyen en un lapso de 20 a 30 años o más.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	13
¿Cuánto tiempo se van a tardar en completar el proyecto?	**¿Cuánto tiempo llevará completar el proyecto?**\n\nUna vez que se finalice el estudio de factibilidad y las fases posteriores de diseño final, la construcción se programaría durante varios años dependiendo de la disponibilidad de financiamiento. Por lo general, carreteras principales como esta se construyen en un lapso de 20 a 30 años o más.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	13
Will my property taxes be raised to fund this project?	**Will my property taxes be raised to fund this project?**\n\nNo. TxDOT transportation improvements such as the Laredo Outer Loop are not funded with local funding such as property taxes. The largest single source of revenue for state highways comes from the gas tax that is collected statewide.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	14
Will I have to pay more taxes because of this project?	**Will my property taxes be raised to fund this project?**\n\nNo. TxDOT transportation improvements such as the Laredo Outer Loop are not funded with local funding such as property taxes. The largest single source of revenue for state highways comes from the gas tax that is collected statewide.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[]	14
How much is the project estimated to cost?	The project is still at a very early stage. The preliminary cost estimates are being developed, but the actual cost of the project could vary based on several factors like the final location, scope of the project, possible interchanges, available right-of-way, and the time that the project is constructed.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	15
How much is the Laredo Outer Loop going to cost?	The project is still at a very early stage. The preliminary cost estimates are being developed, but the actual cost of the project could vary based on several factors like the final location, scope of the project, possible interchanges, available right-of-way, and the time that the project is constructed.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	15
What will it cost?	The project is still at a very early stage. The preliminary cost estimates are being developed, but the actual cost of the project could vary based on several factors like the final location, scope of the project, possible interchanges, available right-of-way, and the time that the project is constructed.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	15
How much will this cost?	The project is still at a very early stage. The preliminary cost estimates are being developed, but the actual cost of the project could vary based on several factors like the final location, scope of the project, possible interchanges, available right-of-way, and the time that the project is constructed.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	15
How much money?	The project is still at a very early stage. The preliminary cost estimates are being developed, but the actual cost of the project could vary based on several factors like the final location, scope of the project, possible interchanges, available right-of-way, and the time that the project is constructed.	FAQ_LaredoOuterLoop_FinalDraft_Spanish.pdf		[]	false	[{"displayOrder":0,"qnaId":118,"displayText":"Tell me more ..."}]	15
